index,dataset,prompt_id,prompt_lang,accuracy,micro_prec,micro_rec,micro_f1_score,macro_prec,macro_rec,macro_f1_score,weighted_prec,weighted_rec,weighted_f1_score
0,haryoaw/COPAL,0,eng,0.49016100178890876,0.49016100178890876,0.49016100178890876,0.49016100178890876,0.48499917293854933,0.4907130056323605,0.43684450524395807,0.4849842111157947,0.49016100178890876,0.4365345256128828
1,haryoaw/COPAL,1,eng,0.4597495527728086,0.4597495527728086,0.4597495527728086,0.4597495527728086,0.4558960598785482,0.4600230414746544,0.44696254946667724,0.45587352483238297,0.4597495527728086,0.4468121141336639
2,haryoaw/COPAL,2,eng,0.49016100178890876,0.49016100178890876,0.49016100178890876,0.49016100178890876,0.49016929935320946,0.4902329749103943,0.48937009009702015,0.49016948374352726,0.49016100178890876,0.4893341395655707
3,haryoaw/COPAL,3,eng,0.5008944543828264,0.5008944543828264,0.5008944543828264,0.5008944543828264,0.5009433962264151,0.5009408602150538,0.5005811998655074,0.5009450838761941,0.5008944543828264,0.5005588245428418
4,IndoStoryCloze,0,eng,0.34185022026431716,0.34185022026431716,0.34185022026431716,0.34185022026431716,0.5,0.17092511013215858,0.25476034143138543,1.0,0.34185022026431716,0.5095206828627709
5,IndoStoryCloze,1,eng,0.34185022026431716,0.34185022026431716,0.34185022026431716,0.34185022026431716,0.5,0.17092511013215858,0.25476034143138543,1.0,0.34185022026431716,0.5095206828627709
6,IndoStoryCloze,2,eng,0.33480176211453744,0.33480176211453744,0.33480176211453744,0.33480176211453744,0.5,0.16740088105726872,0.2508250825082508,1.0,0.33480176211453744,0.5016501650165016
7,IndoStoryCloze,3,eng,0.33744493392070485,0.33744493392070485,0.33744493392070485,0.33744493392070485,0.5,0.16872246696035242,0.2523056653491436,1.0,0.33744493392070485,0.5046113306982872
